"Markers"	"chrom"	"loc"
"2744"	"Marker3429"	"6B"	57985
"2745"	"Marker629"	"6B"	58195
"2746"	"Marker1202"	"6B"	58195
"2747"	"Marker1365"	"6B"	58195
"2748"	"Marker1420"	"6B"	58195
"2749"	"Marker1421"	"6B"	58195
"2750"	"Marker1473"	"6B"	58195
"2751"	"Marker2139"	"6B"	58195
"2752"	"Marker2246"	"6B"	58195
"2753"	"Marker2247"	"6B"	58195
"2754"	"Marker2652"	"6B"	58195
"2755"	"Marker2715"	"6B"	58195
"2756"	"Marker3366"	"6B"	58195
"2757"	"Marker3367"	"6B"	58195
"2758"	"Marker975"	"6B"	58257
"2759"	"Marker976"	"6B"	58257
"2760"	"Marker2140"	"6B"	58257
"2761"	"Marker2687"	"6B"	58257
"2762"	"Marker1982"	"6B"	58544
"2763"	"Marker3424"	"6B"	58544
"2764"	"Marker924"	"6B"	59138
"2765"	"Marker3408"	"6B"	59159
"2766"	"Marker1565"	"6B"	59715
"2767"	"Marker2238"	"6B"	59715
"2768"	"Marker2239"	"6B"	59715
"2769"	"Marker3446"	"6B"	59715
"2770"	"Marker1219"	"6B"	59920
"2771"	"Marker942"	"6B"	62751
"2772"	"Marker888"	"6B"	63284
"2773"	"Marker1659"	"6B"	63284
"2774"	"Marker1755"	"6B"	63284
"2775"	"Marker3456"	"6B"	63284
"2776"	"Marker3613"	"6B"	63284
"2777"	"Marker834"	"6B"	64084
"2778"	"Marker901"	"6B"	64084
"2779"	"Marker1445"	"6B"	64084
"2780"	"Marker1655"	"6B"	64084
"2781"	"Marker1687"	"6B"	64084
"2782"	"Marker1701"	"6B"	64084
"2783"	"Marker1977"	"6B"	64084
"2784"	"Marker2791"	"6B"	64084
"2785"	"Marker3359"	"6B"	64084
"2786"	"Marker578"	"6B"	64570
"2787"	"Marker671"	"6B"	64570
"2788"	"Marker672"	"6B"	64570
"2789"	"Marker991"	"6B"	64570
"2790"	"Marker1703"	"6B"	64570
"2791"	"Marker1748"	"6B"	64570
"2792"	"Marker1760"	"6B"	64570
"2793"	"Marker2600"	"6B"	64570
"2794"	"Marker2965"	"6B"	64570
"2795"	"Marker3202"	"6B"	64570
"2796"	"Marker3502"	"6B"	64570
"2797"	"Marker1147"	"6B"	64707
"2798"	"Marker1299"	"6B"	64707
"2799"	"Marker1679"	"6B"	64707
"2800"	"Marker2269"	"6B"	64707
"2801"	"Marker2270"	"6B"	64707
"2802"	"Marker2272"	"6B"	64707
"2803"	"Marker2339"	"6B"	64707
"2804"	"Marker2495"	"6B"	64707
"2805"	"Marker2740"	"6B"	64707
"2806"	"Marker2746"	"6B"	64707
"2807"	"Marker253"	"6B"	64707
"2808"	"Marker2978"	"6B"	64707
"2809"	"Marker2979"	"6B"	64707
"2810"	"Marker3310"	"6B"	64707
"2811"	"Marker3395"	"6B"	64707
"2812"	"Marker3451"	"6B"	64707
"2813"	"Marker3526"	"6B"	64707
"2814"	"Marker3527"	"6B"	64707
"2815"	"Marker3528"	"6B"	64707
"2816"	"Marker704"	"6B"	64822
"2817"	"Marker720"	"6B"	64822
"2818"	"Marker1448"	"6B"	64822
"2819"	"Marker1548"	"6B"	64822
"2820"	"Marker1620"	"6B"	64822
"2821"	"Marker1800"	"6B"	64822
"2822"	"Marker1964"	"6B"	64822
"2823"	"Marker2117"	"6B"	64822
"2824"	"Marker2149"	"6B"	64822
"2825"	"Marker2228"	"6B"	64822
"2826"	"Marker2302"	"6B"	64822
"2827"	"Marker2680"	"6B"	64822
"2828"	"Marker2724"	"6B"	64822
"2829"	"Marker3279"	"6B"	64822
"2830"	"Marker3371"	"6B"	64822
"2831"	"Marker368"	"6B"	64822
"2832"	"Marker175"	"6B"	64836
"2833"	"Marker154"	"6B"	65123
"2834"	"Marker719"	"6B"	65273
"2835"	"Marker1134"	"6B"	65273
"2836"	"Marker1538"	"6B"	65273
"2837"	"Marker2274"	"6B"	65273
"2838"	"Marker2349"	"6B"	65273
"2839"	"Marker3193"	"6B"	65273
"2840"	"Marker280"	"6B"	66043
"2841"	"Marker442"	"6B"	66078
"2842"	"Marker453"	"6B"	66397
"2843"	"Marker558"	"6B"	66397
"2844"	"Marker559"	"6B"	66397
"2845"	"Marker581"	"6B"	66397
"2846"	"Marker1449"	"6B"	66397
"2847"	"Marker1971"	"6B"	66397
"2848"	"Marker2404"	"6B"	66397
"2849"	"Marker2405"	"6B"	66397
"2850"	"Marker3294"	"6B"	66397
"2851"	"Marker3516"	"6B"	66397
"2852"	"Marker1969"	"6B"	66558
"2853"	"Marker1970"	"6B"	66558
"2854"	"Marker311"	"6B"	66763
"2855"	"Marker3441"	"6B"	66763
"2856"	"Marker377"	"6B"	66763
"2857"	"Marker722"	"6B"	67240
"2858"	"Marker831"	"6B"	67240
"2859"	"Marker1314"	"6B"	67240
"2860"	"Marker1360"	"6B"	67240
"2861"	"Marker1512"	"6B"	67240
"2862"	"Marker1962"	"6B"	67240
"2863"	"Marker1963"	"6B"	67240
"2864"	"Marker2542"	"6B"	67240
"2865"	"Marker2960"	"6B"	67240
"2866"	"Marker3123"	"6B"	67240
"2867"	"Marker2465"	"6B"	68403
"2868"	"Marker711"	"6B"	69562
"2869"	"Marker818"	"6B"	69562
"2870"	"Marker1391"	"6B"	69562
"2871"	"Marker1566"	"6B"	69562
"2872"	"IWA3899"	"6B"	69562
"2873"	"Marker2494"	"6B"	69562
"2874"	"Marker2591"	"6B"	69562
"2875"	"Marker2824"	"6B"	69562
"2876"	"Marker2829"	"6B"	69562
"2877"	"Marker329"	"6B"	69562
"2878"	"Marker387"	"6B"	69779
"2879"	"Marker1942"	"6B"	69779
"2880"	"Marker2908"	"6B"	70660
"2881"	"Marker3627"	"6B"	70660
"2882"	"Marker2887"	"6B"	71181
"2883"	"Marker527"	"6B"	71764
"2884"	"Marker806"	"6B"	71764
"2885"	"Marker869"	"6B"	71764
"2886"	"Marker922"	"6B"	71764
"2887"	"Marker1198"	"6B"	71764
"2888"	"Marker1547"	"6B"	71764
"2889"	"Marker1911"	"6B"	71764
"2890"	"IWA457"	"6B"	71764
"2891"	"Marker2326"	"6B"	71764
"2892"	"Marker2327"	"6B"	71764
"2893"	"Marker242"	"6B"	71764
"2894"	"Marker254"	"6B"	71764
"2895"	"Marker2866"	"6B"	71764
"2896"	"Marker268"	"6B"	71764
"2897"	"Marker2878"	"6B"	71764
"2898"	"Marker278"	"6B"	71764
"2899"	"Marker3007"	"6B"	71764
"2900"	"Marker3093"	"6B"	71764
"2901"	"Marker3194"	"6B"	71764
"2902"	"Marker3402"	"6B"	71764
"2903"	"Marker3403"	"6B"	71764
"2904"	"Marker3436"	"6B"	71764
"2905"	"Marker3486"	"6B"	71764
"2906"	"Marker1887"	"6B"	71902
"2907"	"Marker2195"	"6B"	71902
"2908"	"Marker2296"	"6B"	71902
"2909"	"Marker543"	"6B"	71972
"2910"	"Marker83"	"6B"	71972
"2911"	"Marker1131"	"6B"	71972
"2912"	"Marker1540"	"6B"	71972
"2913"	"Marker1889"	"6B"	71972
"2914"	"Marker2826"	"6B"	71972
"2915"	"Marker544"	"6B"	72083
"2916"	"Marker111"	"6B"	72083
"2917"	"Marker119"	"6B"	72083
"2918"	"Marker1888"	"6B"	72083
"2919"	"Marker460"	"6B"	72288
"2920"	"Marker572"	"6B"	72288
"2921"	"Marker945"	"6B"	72288
"2922"	"Marker1606"	"6B"	72288
"2923"	"Marker1607"	"6B"	72288
"2924"	"Marker2312"	"6B"	72288
"2925"	"Marker3622"	"6B"	72288
"2926"	"Marker3247"	"6B"	72643
"2927"	"Marker272"	"6B"	73243
"2928"	"Marker1601"	"6B"	73418
"2929"	"Marker1200"	"6B"	75989
"2930"	"Marker461"	"6B"	76200
"2931"	"Marker375"	"6B"	78991
"2932"	"Marker617"	"6B"	82015
"2933"	"Marker163"	"6B"	82563
"2934"	"Marker164"	"6B"	82563
"2935"	"IWA6436"	"6B"	85216
"2936"	"Marker3068"	"6B"	87909
"2937"	"Marker1034"	"6B"	88700
"2938"	"Marker3476"	"6B"	88700
"2939"	"Marker705"	"6B"	91054
"2940"	"Marker706"	"6B"	91054
"2941"	"Marker2082"	"6B"	91502
"2942"	"Marker145"	"6B"	93502
"2943"	"Marker2567"	"6B"	95795
"2944"	"Marker891"	"6B"	98044
"2945"	"Marker3095"	"6B"	99136
"2946"	"Marker1353"	"6B"	109864
"2947"	"Marker2533"	"6B"	109864
"2948"	"Marker2534"	"6B"	109864
"2949"	"Marker1833"	"6B"	113671
"2950"	"Marker3087"	"6B"	113671
"2951"	"Marker1834"	"6B"	114373
"2952"	"Marker1835"	"6B"	116236
"2953"	"Marker1694"	"6B"	116546
"2954"	"Marker940"	"6D"	9471
"2955"	"Marker2914"	"6D"	9471
"2956"	"Marker742"	"6D"	17014
"2957"	"Marker379"	"6D"	22925
"2958"	"Marker1146"	"6D"	82143
"2959"	"Marker1533"	"6D"	82143
"2960"	"Marker59"	"6D"	82184
"2961"	"Marker185"	"6D"	83441
"2962"	"Marker255"	"6D"	86085
"2963"	"Marker3369"	"6D"	87174
"2964"	"Marker871"	"6D"	88865
"2965"	"Marker3292"	"6D"	90187
"2966"	"Marker1733"	"6D"	98555
"2967"	"Marker2753"	"6D"	133539
"2968"	"Marker1362"	"6D"	133608
"2969"	"Marker1741"	"6D"	151268
"2970"	"Marker73"	"6D"	153078
"2971"	"Marker1951"	"6D"	155557
"2972"	"Marker2410"	"6D"	155557
"2973"	"Marker772"	"6D"	157654
"2974"	"Marker1673"	"6D"	160498
"2975"	"Marker1674"	"6D"	160498
"2976"	"Marker1675"	"6D"	160498
"2977"	"Marker1676"	"6D"	160498
"2978"	"Marker1677"	"6D"	160498
"2979"	"Marker1684"	"6D"	160498
"2980"	"Marker3238"	"6D"	160498
"2981"	"Marker2859"	"7A"	34903
"2982"	"Marker1643"	"7A"	35315
"2983"	"Marker882"	"7A"	42085
"2984"	"Marker3066"	"7A"	42085
"2985"	"Marker3165"	"7A"	42085
"2986"	"Marker3447"	"7A"	42085
"2987"	"Marker2350"	"7A"	50489
"2988"	"Marker390"	"7A"	54430
"2989"	"Marker3465"	"7A"	56493
"2990"	"Marker340"	"7A"	62749
"2991"	"Marker373"	"7A"	80362
"2992"	"Marker2029"	"7A"	82950
"2993"	"Marker3582"	"7A"	98752
"2994"	"Marker191"	"7A"	99743
"2995"	"Marker192"	"7A"	99743
"2996"	"Marker3129"	"7A"	101490
"2997"	"Marker1011"	"7A"	105025
"2998"	"Marker1602"	"7A"	107010
"2999"	"Marker677"	"7A"	113297
"3000"	"Marker3126"	"7A"	113297
"3001"	"Marker1635"	"7A"	114029
"3002"	"Marker2843"	"7A"	114029
"3003"	"Marker1634"	"7A"	115272
"3004"	"Marker3513"	"7A"	118398
"3005"	"Marker1111"	"7A"	120676
"3006"	"Marker1009"	"7A"	121442
"3007"	"IWA8492"	"7A"	122515
"3008"	"Marker276"	"7A"	122689
"3009"	"Marker2800"	"7A"	122897
"3010"	"Marker1803"	"7A"	124283
"3011"	"Marker1804"	"7A"	124283
"3012"	"Marker3131"	"7A"	125257
"3013"	"Marker3132"	"7A"	125257
"3014"	"Marker1563"	"7A"	125471
"3015"	"Marker1152"	"7A"	126404
"3016"	"Marker1586"	"7A"	126404
"3017"	"Marker428"	"7A"	126799
"3018"	"Marker568"	"7A"	126799
"3019"	"Marker678"	"7A"	126799
"3020"	"Marker809"	"7A"	126799
"3021"	"Marker77"	"7A"	126799
"3022"	"Marker830"	"7A"	126799
"3023"	"Marker125"	"7A"	126799
"3024"	"Marker138"	"7A"	126799
"3025"	"Marker2637"	"7A"	126799
"3026"	"Marker200"	"7A"	127068
"3027"	"Marker2698"	"7A"	127068
"3028"	"Marker3501"	"7A"	127068
"3029"	"Marker3386"	"7A"	127654
"3030"	"Marker721"	"7A"	127753
"3031"	"Marker1669"	"7A"	127753
"3032"	"Marker1734"	"7A"	127753
"3033"	"Marker2552"	"7A"	127753
"3034"	"Marker2553"	"7A"	127753
"3035"	"Marker2636"	"7A"	127753
"3036"	"Marker2657"	"7A"	127753
"3037"	"Marker327"	"7A"	127753
"3038"	"Marker3231"	"7A"	127971
"3039"	"Marker2136"	"7A"	128199
"3040"	"Marker326"	"7A"	128373
"3041"	"Marker465"	"7A"	130273
"3042"	"Marker582"	"7A"	130273
"3043"	"Marker904"	"7A"	130273
"3044"	"Marker92"	"7A"	130273
"3045"	"Marker1339"	"7A"	130273
"3046"	"Marker1375"	"7A"	130273
"3047"	"Marker1798"	"7A"	130273
"3048"	"Marker204"	"7A"	130273
"3049"	"Marker2644"	"7A"	130273
"3050"	"Marker3022"	"7A"	130273
"3051"	"Marker312"	"7A"	130273
"3052"	"Marker3353"	"7A"	130273
"3053"	"Marker1856"	"7A"	131257
"3054"	"Marker714"	"7A"	131564
"3055"	"Marker715"	"7A"	131564
"3056"	"Marker2020"	"7A"	131564
"3057"	"Marker2045"	"7A"	131564
"3058"	"Marker2046"	"7A"	131564
"3059"	"Marker2047"	"7A"	131564
"3060"	"Marker3157"	"7A"	131564
"3061"	"Marker3488"	"7A"	131564
"3062"	"Marker3217"	"7A"	133528
"3063"	"Marker3332"	"7A"	133528
"3064"	"Marker679"	"7A"	134176
"3065"	"Marker2212"	"7A"	134176
"3066"	"Marker2332"	"7A"	134176
"3067"	"Marker2445"	"7A"	134176
"3068"	"Marker3083"	"7A"	134176
"3069"	"Marker3084"	"7A"	134176
"3070"	"Marker3354"	"7A"	134176
"3071"	"Marker1576"	"7A"	135126
"3072"	"Marker762"	"7A"	135538
"3073"	"Marker959"	"7A"	135538
"3074"	"Marker1746"	"7A"	135538
"3075"	"Marker1929"	"7A"	135538
"3076"	"Marker2065"	"7A"	135538
"3077"	"Marker2089"	"7A"	135538
"3078"	"Marker282"	"7A"	135538
"3079"	"Marker3307"	"7A"	135538
"3080"	"Marker3346"	"7A"	135538
"3081"	"Marker3420"	"7A"	135538
"3082"	"Marker3497"	"7A"	135538
"3083"	"Marker3548"	"7A"	135538
"3084"	"Marker761"	"7A"	135616
"3085"	"Marker518"	"7A"	135807
"3086"	"Marker553"	"7A"	135807
"3087"	"Marker698"	"7A"	135807
"3088"	"Marker726"	"7A"	135807
"3089"	"Marker957"	"7A"	135807
"3090"	"Marker983"	"7A"	135807
"3091"	"Marker1036"	"7A"	135807
"3092"	"Marker1275"	"7A"	135807
"3093"	"Marker1559"	"7A"	135807
"3094"	"Marker1570"	"7A"	135807
"3095"	"Marker1571"	"7A"	135807
"3096"	"Marker1650"	"7A"	135807
"3097"	"Marker1768"	"7A"	135807
"3098"	"Marker181"	"7A"	135807
"3099"	"Marker194"	"7A"	135807
"3100"	"Marker195"	"7A"	135807
"3101"	"Marker2137"	"7A"	135807
"3102"	"Marker2147"	"7A"	135807
"3103"	"Marker2540"	"7A"	135807
"3104"	"Marker2642"	"7A"	135807
"3105"	"Marker2734"	"7A"	135807
"3106"	"Marker2755"	"7A"	135807
"3107"	"Marker260"	"7A"	135807
"3108"	"Marker261"	"7A"	135807
"3109"	"Marker2992"	"7A"	135807
"3110"	"Marker3024"	"7A"	135807
"3111"	"Marker294"	"7A"	135807
"3112"	"Marker3218"	"7A"	135807
"3113"	"Marker3271"	"7A"	135807
"3114"	"Marker3304"	"7A"	135807
"3115"	"Marker3336"	"7A"	135807
"3116"	"Marker3349"	"7A"	135807
"3117"	"Marker3350"	"7A"	135807
"3118"	"Marker3361"	"7A"	135807
"3119"	"Marker324"	"7A"	135807
"3120"	"Marker3449"	"7A"	135807
"3121"	"Marker331"	"7A"	135807
"3122"	"Marker3519"	"7A"	135807
"3123"	"Marker1209"	"7A"	135858
"3124"	"Marker2693"	"7A"	136168
"3125"	"Marker791"	"7A"	136266
"3126"	"Marker419"	"7A"	136427
"3127"	"Marker1860"	"7A"	136427
"3128"	"Marker3426"	"7A"	136427
"3129"	"Marker332"	"7A"	136427
"3130"	"Marker2874"	"7A"	138848
"3131"	"Marker1132"	"7A"	140932
"3132"	"Marker1133"	"7A"	140932
"3133"	"Marker393"	"7A"	148431
"3134"	"Marker394"	"7A"	148431
"3135"	"Marker2471"	"7A"	148431
"3136"	"Marker252"	"7A"	148431
"3137"	"Marker3076"	"7A"	148431
"3138"	"Marker2663"	"7A"	152783
"3139"	"Marker2664"	"7A"	152783
"3140"	"Marker3209"	"7A"	152783
"3141"	"Marker2919"	"7A"	156229
"3142"	"Marker2176"	"7A"	158848
"3143"	"Marker2177"	"7A"	158848
"3144"	"Marker3207"	"7A"	162431
"3145"	"Marker1296"	"7A"	164287
"3146"	"Marker2031"	"7A"	164287
"3147"	"Marker2309"	"7A"	164287
"3148"	"Marker1806"	"7A"	178423
"3149"	"Marker1961"	"7A"	178423
"3150"	"Marker1399"	"7A"	180204
"3151"	"Marker3401"	"7A"	180204
"3152"	"Marker2210"	"7A"	189303
"3153"	"Marker1943"	"7A"	199639
"3154"	"Marker2017"	"7A"	208714
"3155"	"Marker2018"	"7A"	208714
"3156"	"Marker2731"	"7A"	208714
"3157"	"Marker2168"	"7A"	211003
"3158"	"Marker350"	"7A"	212369
"3159"	"Marker1802"	"7A"	212661
"3160"	"Marker1903"	"7A"	212661
"3161"	"Marker1941"	"7A"	212661
"3162"	"Marker3472"	"7A"	212661
"3163"	"Marker1402"	"7A"	216281
"3164"	"Marker325"	"7A"	219588
"3165"	"Marker2879"	"7A"	222404
"3166"	"Marker2662"	"7A"	224696
"3167"	"Marker3043"	"7A"	226072
"3168"	"Marker207"	"7A"	228371
"3169"	"Marker2647"	"7A"	230397
"3170"	"Marker2983"	"7A"	230397
"3171"	"Marker569"	"7B"	13706
"3172"	"Marker433"	"7B"	29486
"3173"	"Marker414"	"7B"	43694
"3174"	"IWA1220"	"7B"	52184
"3175"	"Marker1182"	"7B"	52184
"3176"	"Marker1183"	"7B"	52184
"3177"	"Marker2204"	"7B"	53224
"3178"	"Marker1158"	"7B"	53755
"3179"	"Marker1699"	"7B"	53755
"3180"	"Marker1700"	"7B"	53755
"3181"	"Marker2199"	"7B"	53755
"3182"	"Marker2512"	"7B"	53995
"3183"	"Marker3199"	"7B"	54108
"3184"	"Marker529"	"7B"	55226
"3185"	"Marker3522"	"7B"	56048
"3186"	"Marker1476"	"7B"	56878
"3187"	"Marker1477"	"7B"	58172
"3188"	"Marker1478"	"7B"	58172
"3189"	"Marker1997"	"7B"	58172
"3190"	"Marker1511"	"7B"	58596
"3191"	"Marker1978"	"7B"	58631
"3192"	"Marker3173"	"7B"	58881
"3193"	"Marker910"	"7B"	60014
"3194"	"Marker107"	"7B"	60014
"3195"	"Marker108"	"7B"	60014
"3196"	"Marker167"	"7B"	63088
"3197"	"Marker2741"	"7B"	64444
"3198"	"Marker2820"	"7B"	64444
"3199"	"Marker2162"	"7B"	64587
"3200"	"Marker1294"	"7B"	66617
"3201"	"Marker2333"	"7B"	66617
"3202"	"Marker2563"	"7B"	66617
"3203"	"Marker3376"	"7B"	66617
"3204"	"Marker3594"	"7B"	66617
"3205"	"Marker1297"	"7B"	67473
"3206"	"Marker1298"	"7B"	67473
"3207"	"Marker1555"	"7B"	67473
"3208"	"Marker1"	"7B"	67473
"3209"	"Marker2564"	"7B"	67473
"3210"	"Marker2966"	"7B"	67473
"3211"	"Marker577"	"7B"	67505
"3212"	"Marker3545"	"7B"	67704
"3213"	"Marker947"	"7B"	68835
"3214"	"Marker1289"	"7B"	68835
"3215"	"Marker2086"	"7B"	68835
"3216"	"Marker2766"	"7B"	68835
"3217"	"Marker911"	"7B"	69391
"3218"	"Marker1231"	"7B"	69391
"3219"	"Marker1232"	"7B"	69391
"3220"	"Marker3587"	"7B"	69391
"3221"	"Marker1264"	"7B"	69566
"3222"	"Marker1663"	"7B"	69566
"3223"	"Marker3060"	"7B"	69566
"3224"	"Marker1215"	"7B"	69925
"3225"	"Marker1807"	"7B"	69925
"3226"	"Marker3609"	"7B"	69925
"3227"	"Marker732"	"7B"	70144
"3228"	"Marker495"	"7B"	71328
"3229"	"Marker128"	"7B"	71328
"3230"	"Marker1672"	"7B"	71328
"3231"	"IWA129"	"7B"	71662
"3232"	"IWA36"	"7B"	71662
"3233"	"IWA375"	"7B"	71662
"3234"	"Marker2303"	"7B"	71662
"3235"	"Marker2817"	"7B"	71662
"3236"	"IWA814"	"7B"	71662
"3237"	"Marker3561"	"7B"	71662
"3238"	"IWA8419"	"7B"	71662
"3239"	"IWA8446"	"7B"	71662
"3240"	"IWA8483"	"7B"	71662
"3241"	"Marker459"	"7B"	72743
"3242"	"IWA220"	"7B"	72743
"3243"	"Marker1981"	"7B"	72743
"3244"	"Marker1990"	"7B"	72743
"3245"	"Marker2273"	"7B"	72743
"3246"	"Marker269"	"7B"	72743
"3247"	"Marker2911"	"7B"	73386
"3248"	"Marker147"	"7B"	73792
"3249"	"Marker1720"	"7B"	73792
"3250"	"Marker2936"	"7B"	73792
"3251"	"Marker1310"	"7B"	74023
"3252"	"Marker182"	"7B"	75369
"3253"	"Marker497"	"7B"	76013
"3254"	"Marker38"	"7B"	76306
"3255"	"Marker126"	"7B"	76310
"3256"	"Marker1436"	"7B"	76310
"3257"	"Marker1710"	"7B"	76310
"3258"	"Marker262"	"7B"	76310
"3259"	"IWA67"	"7B"	76310
"3260"	"Marker2990"	"7B"	76310
"3261"	"Marker3598"	"7B"	76310
"3262"	"Marker1624"	"7B"	76984
"3263"	"Marker519"	"7B"	77128
"3264"	"Marker520"	"7B"	77128
"3265"	"Marker770"	"7B"	77128
"3266"	"Marker1550"	"7B"	77128
"3267"	"Marker1625"	"7B"	77128
"3268"	"Marker1790"	"7B"	77128
"3269"	"Marker1809"	"7B"	77128
"3270"	"Marker1836"	"7B"	77128
"3271"	"Marker209"	"7B"	77128
"3272"	"Marker2254"	"7B"	77128
"3273"	"Marker2313"	"7B"	77128
"3274"	"Marker339"	"7B"	77128
"3275"	"Marker1569"	"7B"	77131
"3276"	"Marker3461"	"7B"	77131
"3277"	"Marker3462"	"7B"	77131
"3278"	"Marker1837"	"7B"	77219
"3279"	"Marker798"	"7B"	77593
"3280"	"Marker1711"	"7B"	77731
"3281"	"Marker2814"	"7B"	77731
"3282"	"Marker3617"	"7B"	78437
"3283"	"Marker12"	"7B"	82126
"3284"	"Marker240"	"7B"	83069
"3285"	"Marker176"	"7B"	89128
"3286"	"Marker177"	"7B"	89128
"3287"	"Marker493"	"7B"	89637
"3288"	"Marker492"	"7B"	89825
"3289"	"Marker3133"	"7B"	89825
"3290"	"Marker1795"	"7B"	90362
"3291"	"Marker2077"	"7B"	91021
"3292"	"Marker2893"	"7B"	91240
"3293"	"Marker2894"	"7B"	91240
"3294"	"Marker489"	"7B"	98630
"3295"	"Marker1427"	"7B"	98630
"3296"	"Marker1685"	"7B"	98630
"3297"	"Marker2882"	"7B"	98630
"3298"	"Marker490"	"7B"	98967
"3299"	"Marker3174"	"7B"	98967
"3300"	"Marker1126"	"7B"	101185
"3301"	"Marker131"	"7B"	102584
"3302"	"Marker157"	"7B"	102794
"3303"	"Marker158"	"7B"	102794
"3304"	"Marker1871"	"7B"	120419
"3305"	"Marker1870"	"7B"	120813
"3306"	"Marker3203"	"7B"	120813
"3307"	"Marker3204"	"7B"	120813
"3308"	"Marker2096"	"7B"	133591
"3309"	"Marker2097"	"7B"	133591
"3310"	"Marker2157"	"7B"	133591
"3311"	"Marker2128"	"7B"	133741
"3312"	"Marker2127"	"7B"	134063
"3313"	"Marker879"	"7B"	134381
"3314"	"Marker3413"	"7B"	135368
"3315"	"Marker2213"	"7B"	136171
"3316"	"Marker2635"	"7B"	136255
"3317"	"Marker3331"	"7B"	136255
"3318"	"Marker2214"	"7B"	140900
"3319"	"Marker2649"	"7B"	142687
"3320"	"Marker1128"	"7B"	150598
"3321"	"Marker1564"	"7B"	152766
"3322"	"Marker3568"	"7B"	157008
"3323"	"Marker1678"	"7B"	157023
"3324"	"Marker1983"	"7B"	157023
"3325"	"Marker2169"	"7B"	157023
"3326"	"Marker3124"	"7B"	157023
"3327"	"Marker65"	"7B"	159375
"3328"	"Marker1425"	"7B"	160400
"3329"	"Marker1426"	"7B"	163161
"3330"	"Marker3479"	"7D"	26202
"3331"	"Marker1027"	"7D"	93649
"3332"	"Marker451"	"7D"	97397
"3333"	"Marker1014"	"7D"	112401
"3334"	"Marker1015"	"7D"	112401
"3335"	"Marker3374"	"7D"	114049
"3336"	"Marker3375"	"7D"	114049
"3337"	"Marker478"	"7D"	118889
"3338"	"Marker2977"	"7D"	119652
"3339"	"Marker2562"	"7D"	127012
"3340"	"Marker1045"	"7D"	128145
"3341"	"Marker299"	"7D"	133184
"3342"	"Marker2509"	"7D"	134381
"3343"	"Marker245"	"7D"	134399
"3344"	"Marker457"	"7D"	135555
"3345"	"Marker887"	"7D"	137320
"3346"	"Marker1130"	"7D"	137320
"3347"	"Marker2004"	"7D"	137320
"3348"	"Marker574"	"7D"	139067
"3349"	"Marker912"	"7D"	139280
"3350"	"Marker124"	"7D"	147398
"3351"	"Marker3225"	"7D"	147398
"3352"	"Marker744"	"7D"	149588
"3353"	"Marker1904"	"7D"	158311
"3354"	"Marker174"	"7D"	191940
